Object ID,Ticket Number,Citation Issue Date,Citaton Issue Month,Citation Issue Time,Location,Violation Code,Violation,Fine Amount,Citation Status,Amount Paid,Amount Due,Suspend Code,Suspend Process Date,Suspend Until Date,Disposition Code,Last Edited Date,Geom
14346,768695690,3/10/2010,,17:16,556 MISSION ST,T32A.1,TWAWY ZN#1,83,Closed,$168.00 ,0,730 730TRNLN,03/15/2010 12:00:00 AM +0000,04/05/2010 12:00:00 AM +0000, ,,"(37.7889177027, -122.398786783)"
14347,774011232,3/10/2010,,17:31,1142 MISSION ST,T32A.1,TWAWY ZN#1,83,Closed,$83.00 ,0,22 22 GEN VAL,08/17/2010 12:00:00 AM +0000,09/07/2010 12:00:00 AM +0000, ,,"(37.7785107613, -122.411966103)"
14348,768695760,3/11/2010,,16:01,724 MISSION ST,T32A.1,TWAWY ZN#1,83,Closed,$108.00 ,0,730 730TRNLN,03/16/2010 12:00:00 AM +0000,04/06/2010 12:00:00 AM +0000, ,,"(37.7858966095, -122.402661929)"
14349,774011372,3/13/2010,,10:37,891 POST ST,V22500I,BUS ZONE,253,Closed, $                     -,0,100 100AR-CNCL,08/16/2010 12:00:00 AM +0000,08/16/2010 12:00:00 AM +0000,25 OFCR ERROR,,"(37.7872045766, -122.41646286)"
14350,768695793,3/14/2010,,17:51,442 GEARY ST,T32A.1,TWAWY ZN#1,83,Closed, $                     -,0,730 730TRNLN,03/17/2010 12:00:00 AM +0000,04/07/2010 12:00:00 AM +0000,25 OFCR ERROR,,"(37.787131172, -122.410611615)"
14351,774011346,3/15/2010,,11:01,802 GEARY ST,V22500I,BUS ZONE,253,Closed, $                     -,0, ,,,25 OFCR ERROR,,"(37.7863726119, -122.416556694)"
14352,774011523,3/16/2010,,18:57,225 03RD ST,T32A.1,TWAWY ZN#1,83,Closed, $                     -,0,803 803ELIGREF,08/23/2010 12:00:00 AM +0000,11/21/2010 12:00:00 AM +0000,1 RU RV UPHD,,"(37.7847615896, -122.400022642)"
14353,774011560,3/17/2010,,17:32,150 GEARY ST,T32A.1,TWAWY ZN#1,83,Closed, $                     -,0,803 803ELIGREF,08/23/2010 12:00:00 AM +0000,11/21/2010 12:00:00 AM +0000,1 RU RV UPHD,,"(37.7877375516, -122.405857444)"
14354,774011685,3/21/2010,,10:04,510 GEARY ST,V22500I,BUS ZONE,253,Closed, $                     -,0,803 803ELIGREF,08/23/2010 12:00:00 AM +0000,11/21/2010 12:00:00 AM +0000,1 RU RV UPHD,,"(37.7869877374, -122.411735951)"
14355,774502061,3/22/2010,,17:16,810 MISSION ST,T32A.1,TWAWY ZN#1,83,Closed, $                     -,0,731 731MP EXP,04/03/2010 12:00:00 AM +0000,12/30/1999 12:00:00 AM +0000, ,,"(37.7843123196, -122.404619716)"
14356,774011862,3/23/2010,,12:19,709 O'FARRELL ST,T32A.1,TWAWY ZN#1,83,Closed, $                     -,0,803 803ELIGREF,08/23/2010 12:00:00 AM +0000,11/21/2010 12:00:00 AM +0000,1 RU RV UPHD,,"(37.7852907937, -122.416434471)"
14357,774502142,3/24/2010,,16:55,806 MISSION ST,T32A.1,TWAWY ZN#1,83,Closed, $                     -,0,803 803ELIGREF,08/23/2010 12:00:00 AM +0000,11/21/2010 12:00:00 AM +0000,1 RU RV UPHD,,"(37.7843793513, -122.404534824)"
14358,842577186,10/6/2014,,10:51,765 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,10/09/2014 12:00:00 AM +0000,10/30/2014 12:00:00 AM +0000, ,,"(37.7874656534, -122.414410335)"
14359,842577201,10/6/2014,,13:34,578 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,10/09/2014 12:00:00 AM +0000,10/30/2014 12:00:00 AM +0000, ,,"(37.7879914378, -122.411361897)"
14360,842577212,10/6/2014,,13:51,810 SUTTER ST,V22500I,BUS ZONE,279,Closed,$279.00 ,0,730 730TRNLN,10/09/2014 12:00:00 AM +0000,10/30/2014 12:00:00 AM +0000, ,,"(37.7886444055, -122.413775421)"
14361,842577223,10/6/2014,,14:49,887 POST ST,TRC7.2.39,TRNST ONLY,110,Closed,$110.00 ,0, ,,, ,,"(37.7872125825, -122.416399813)"
14362,842577234,10/6/2014,,16:32,420 SUTTER ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0,730 730TRNLN,10/09/2014 12:00:00 AM +0000,10/30/2014 12:00:00 AM +0000, ,,"(37.7894602168, -122.407347266)"
14363,842577245,10/6/2014,,16:36,834 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0,730 730TRNLN,10/09/2014 12:00:00 AM +0000,10/30/2014 12:00:00 AM +0000, ,,"(37.7885960012, -122.414153838)"
14364,842577256,10/6/2014,,16:38,428 SUTTER ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0,730 730TRNLN,10/09/2014 12:00:00 AM +0000,10/30/2014 12:00:00 AM +0000, ,,"(37.7894442513, -122.407472963)"
14365,849246355,12/21/2014,,16:27,1078 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed, $                    -,0,731 731MP EXP,01/02/2015 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7880858891, -122.418128814)"
14366,849246366,12/21/2014,,16:28,1116 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0,730 730TRNLN,12/29/2014 12:00:00 AM +0000,01/19/2015 12:00:00 AM +0000, ,,"(37.7880005154, -122.418794837)"
14367,849246370,12/21/2014,,16:28,1184 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0,730 730TRNLN,12/24/2014 12:00:00 AM +0000,01/14/2015 12:00:00 AM +0000, ,,"(37.7878637828, -122.419871726)"
14368,849246381,12/21/2014,,08:35,980 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,12/25/2014 12:00:00 AM +0000,01/15/2015 12:00:00 AM +0000, ,,"(37.7882931343, -122.416521415)"
14369,845685772,12/22/2014,,08:04,1251 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0,730 730TRNLN,12/25/2014 12:00:00 AM +0000,01/15/2015 12:00:00 AM +0000, ,,"(37.7766495982, -122.414077227)"
14370,845685783,12/22/2014,,08:06,1039 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0,730 730TRNLN,12/25/2014 12:00:00 AM +0000,01/15/2015 12:00:00 AM +0000, ,,"(37.7802333082, -122.409539777)"
14371,845685794,12/22/2014,,08:08,927 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0,730 730TRNLN,12/25/2014 12:00:00 AM +0000,01/15/2015 12:00:00 AM +0000, ,,"(37.7821029154, -122.407172345)"
14372,849246392,12/22/2014,,16:06,1124 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0,730 730TRNLN,12/27/2014 12:00:00 AM +0000,01/17/2015 12:00:00 AM +0000, ,,"(37.7879844299, -122.41892153)"
14373,849246403,12/22/2014,,16:06,1146 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$117.00 ,0,730 730TRNLN,12/27/2014 12:00:00 AM +0000,01/17/2015 12:00:00 AM +0000, ,,"(37.7879401933, -122.419269935)"
14374,849246414,12/22/2014,,16:06,1164 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Open, $                    -,162,730 730TRNLN,12/27/2014 12:00:00 AM +0000,01/17/2015 12:00:00 AM +0000, ,,"(37.7879039994, -122.419554993)"
14375,849246425,12/22/2014,,16:06,1174 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$117.00 ,0,730 730TRNLN,12/27/2014 12:00:00 AM +0000,01/17/2015 12:00:00 AM +0000, ,,"(37.7878838912, -122.41971336)"
14376,849246436,12/22/2014,,16:07,1178 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Open, $                    -,117,730 730TRNLN,12/27/2014 12:00:00 AM +0000,01/17/2015 12:00:00 AM +0000, ,,"(37.7878758484, -122.419776707)"
14377,849246440,12/22/2014,,16:07,1180 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Open, $                    -,88,2 2 RVW DLAY,02/08/2015 12:00:00 AM +0000,11/05/2015 12:00:00 AM +0000, ,,"(37.7878718266, -122.41980838)"
14378,849246451,12/22/2014,,08:57,1051 POST ST,V22500H,DBL PARK,110,Closed,$139.00 ,0,730 730TRNLN,12/27/2014 12:00:00 AM +0000,01/17/2015 12:00:00 AM +0000, ,,"(37.7868678198, -122.419114914)"
14379,849246462,12/22/2014,,09:24,1148 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,15 15 DBL PRK,03/02/2015 12:00:00 AM +0000,03/28/2015 12:00:00 AM +0000, ,,"(37.7879361725, -122.419301608)"
14380,849246473,12/22/2014,,09:24,1128 SUTTER ST,V22500H,DBL PARK,110,Closed,$139.00 ,0,730 730TRNLN,12/27/2014 12:00:00 AM +0000,01/17/2015 12:00:00 AM +0000, ,,"(37.7879763866, -122.418984877)"
14381,845685816,12/28/2014,,11:39,616 GEARY ST,V22500I,BUS ZONE,279,Open, $                    -,308,730 730TRNLN,12/31/2014 12:00:00 AM +0000,01/21/2015 12:00:00 AM +0000, ,,"(37.7867639128, -122.413490246)"
14382,845685820,12/28/2014,,11:17,436 GEARY ST,V22500H,DBL PARK,110,Open, $                    -,139,730 730TRNLN,12/31/2014 12:00:00 AM +0000,01/21/2015 12:00:00 AM +0000, ,,"(37.7871432249, -122.41051713)"
14383,845685842,12/28/2014,,11:20,756 GEARY ST,V22500H,DBL PARK,110,Closed,$110.00 ,0, ,,, ,,"(37.7864736294, -122.415765127)"
14384,845685853,12/29/2014,,16:58,1243 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0,730 730TRNLN,01/05/2015 12:00:00 AM +0000,01/26/2015 12:00:00 AM +0000, ,,"(37.7767744992, -122.413919098)"
14385,845685864,12/29/2014,,16:58,1237 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0,730 730TRNLN,01/05/2015 12:00:00 AM +0000,01/26/2015 12:00:00 AM +0000, ,,"(37.7768625939, -122.413807566)"
14386,845685875,12/30/2014,,15:42,611 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$127.00 ,0,730 730TRNLN,01/03/2015 12:00:00 AM +0000,01/24/2015 12:00:00 AM +0000, ,,"(37.7877831619, -122.399978499)"
14387,845685886,12/30/2014,,15:42,611 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0,730 730TRNLN,01/03/2015 12:00:00 AM +0000,01/24/2015 12:00:00 AM +0000, ,,"(37.7877831619, -122.399978499)"
14388,845685890,12/30/2014,,15:59,432 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0,730 730TRNLN,01/03/2015 12:00:00 AM +0000,01/24/2015 12:00:00 AM +0000, ,,"(37.7902792985, -122.397062049)"
14389,845685912,12/30/2014,,09:37,976 MISSION ST,V22500H,DBL PARK,110,Closed,$110.00 ,0, ,,, ,,"(37.7814421889, -122.408254318)"
14390,845685923,12/30/2014,,10:30,755 POST ST,V22500H,DBL PARK,110,Open, $                    -,110, ,,, ,,"(37.7874857727, -122.414252889)"
14391,845685934,12/30/2014,,10:33,577 POST ST,V22500H,DBL PARK,110,Open,$110.00 ,29,730 730TRNLN,01/03/2015 12:00:00 AM +0000,01/24/2015 12:00:00 AM +0000, ,,"(37.7878598996, -122.411302866)"
14392,849247836,1/31/2015,,12:41,522 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,02/03/2015 12:00:00 AM +0000,02/24/2015 12:00:00 AM +0000, ,,"(37.7892478666, -122.409019)"
14393,849247851,1/31/2015,,16:00,1119 POST ST,V22500H,DBL PARK,110,Closed, $                    -,0,731 731MP EXP,02/12/2015 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7867223588, -122.420260293)"
14394,846950241,2/1/2015,,10:13,618 GEARY ST,V22500I,BUS ZONE,279,Closed,$279.00 ,0,730 730TRNLN,02/05/2015 12:00:00 AM +0000,02/26/2015 12:00:00 AM +0000, ,,"(37.7867598854, -122.413521808)"
14395,842370664,7/16/2014,,16:56,1248 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$117.00 ,0,730 730TRNLN,07/19/2014 12:00:00 AM +0000,08/09/2014 12:00:00 AM +0000, ,,"(37.7877270881, -122.420948235)"
14396,842370675,7/16/2014,,16:57,1332 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0,730 730TRNLN,07/19/2014 12:00:00 AM +0000,08/09/2014 12:00:00 AM +0000, ,,"(37.7875504185, -122.42233943)"
14397,842370690,7/17/2014,,17:26,1118 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0,730 730TRNLN,07/22/2014 12:00:00 AM +0000,08/12/2014 12:00:00 AM +0000, ,,"(37.7879964947, -122.418826511)"
14398,842370701,7/17/2014,,17:27,1242 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed, $                    -,0,731 731MP EXP,07/29/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.787739088, -122.420853735)"
14399,842370712,7/17/2014,,16:23,1116 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0, ,,, ,,"(37.7880005154, -122.418794837)"
14400,842370723,7/17/2014,,16:25,1328 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0,730 730TRNLN,07/22/2014 12:00:00 AM +0000,08/12/2014 12:00:00 AM +0000, ,,"(37.7875584366, -122.422276298)"
14401,842370734,7/17/2014,,16:25,1346 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0,730 730TRNLN,07/22/2014 12:00:00 AM +0000,08/12/2014 12:00:00 AM +0000, ,,"(37.7875223568, -122.422560397)"
14402,842496141,9/1/2014,,17:14,966 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Open, $                    -,156,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.7883213407, -122.416300933)"
14403,842496152,9/1/2014,,17:14,974 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.7883052235, -122.416426923)"
14404,842496163,9/1/2014,,17:15,1170 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0,82 82 GENL 10,01/07/2015 12:00:00 AM +0000,01/16/2015 12:00:00 AM +0000,202 HR DN NTPD,,"(37.7878919349, -122.419650014)"
14405,842496174,9/1/2014,,11:33,904 SUTTER ST,V22500I,BUS ZONE,279,Closed,$279.00 ,0,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.7884462488, -122.415324513)"
14406,842496185,9/1/2014,,12:15,595 POST ST,V22500I,BUS ZONE,279,Open, $                    -,392,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.7878236379, -122.411586414)"
14407,842496200,9/1/2014,,17:39,795 POST ST,V22500I,BUS ZONE,279,Open, $                    -,279, ,,, ,,"(37.7874052933, -122.414882672)"
14408,844534224,9/1/2014,,11:55,697 MISSION ST,V22500I,BUS ZONE,279,Closed,$279.00 ,0,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.7862540162, -122.401914795)"
14409,844534235,9/1/2014,,14:28,785 MISSION ST,TRC7.2.39,TRNST ONLY,110,Closed,$223.00 ,0, ,,, ,,"(37.7846812641, -122.403808946)"
14410,844534246,9/1/2014,,16:50,1295 MISSION ST,TRC7.2.39,TRNST ONLY,110,Closed,$139.00 ,0,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.7762384389, -122.414597768)"
14411,844534250,9/1/2014,,16:50,1295 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.7762384389, -122.414597768)"
14412,844534261,9/1/2014,,16:50,1287 MISSION ST,TRC7.2.40,PRK PROHIB,98,Open, $                    -,211,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.7763131953, -122.414503123)"
14413,844534272,9/1/2014,,16:50,1271 MISSION ST,TRC7.2.40,PRK PROHIB,98,Open, $                    -,166,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.7764627079, -122.414313837)"
14414,844534283,9/1/2014,,16:51,1131 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed, $                    -,0,19 19 DIF MAK,11/11/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7786189963, -122.411583793)"
14415,844534294,9/1/2014,,16:54,973 MISSION ST,TRC7.2.40,PRK PROHIB,98,Open, $                    -,166,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.7814003378, -122.40806202)"
14416,844534316,9/1/2014,,16:58,667 MISSION ST,TRC7.2.40,PRK PROHIB,98,Open, $                    -,166,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.7867268075, -122.401316393)"
14417,844534320,9/1/2014,,16:58,671 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$127.00 ,0,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.786663769, -122.401396181)"
14418,844534331,9/1/2014,,16:54,949 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0,119 TOWZVLD,10/28/2014 12:00:00 AM +0000,11/23/2014 12:00:00 AM +0000, ,,"(37.7818050911, -122.407549485)"
14419,842496211,9/2/2014,,09:36,516 SUTTER ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,15 15 DBL PRK,10/13/2014 12:00:00 AM +0000,11/08/2014 12:00:00 AM +0000, ,,"(37.78925991, -122.40892419)"
14420,842496222,9/2/2014,,10:27,1197 POST ST,V22500I,BUS ZONE,279,Closed,$279.00 ,0,730 730TRNLN,09/05/2014 12:00:00 AM +0000,09/26/2014 12:00:00 AM +0000, ,,"(37.7865663169, -122.421488902)"
14421,842496233,9/2/2014,,14:56,1208 SUTTER ST,V22500I,BUS ZONE,279,Closed,$308.00 ,0,730 730TRNLN,09/05/2014 12:00:00 AM +0000,09/26/2014 12:00:00 AM +0000, ,,"(37.7878070873, -122.420318231)"
14422,842496244,9/2/2014,,16:17,1244 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0, ,,, ,,"(37.7877350875, -122.420885234)"
14423,842496255,9/2/2014,,09:03,906 SUTTER ST,V22500I,BUS ZONE,279,Closed,$347.00 ,0,730 730TRNLN,09/05/2014 12:00:00 AM +0000,09/26/2014 12:00:00 AM +0000, ,,"(37.7884422191, -122.415356011)"
14424,842496266,9/2/2014,,09:49,795 POST ST,V22500I,BUS ZONE,279,Open, $                    -,347,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.7874052933, -122.414882672)"
14425,842496270,9/2/2014,,17:45,1360 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0,730 730TRNLN,09/05/2014 12:00:00 AM +0000,09/26/2014 12:00:00 AM +0000, ,,"(37.7874942937, -122.422781362)"
14426,842496292,9/2/2014,,16:53,578 SUTTER ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0, ,,, ,,"(37.7891354535, -122.409903887)"
14427,842496303,9/2/2014,,11:37,1338 SUTTER ST,V22500H,DBL PARK,110,Closed,$139.00 ,0,730 730TRNLN,09/05/2014 12:00:00 AM +0000,09/26/2014 12:00:00 AM +0000, ,,"(37.7875383922, -122.42243413)"
14428,844534342,9/2/2014,,08:33,1175 MISSION ST,TRC7.2.40,PRK PROHIB,98,Open, $                    -,211,730 730TRNLN,09/05/2014 12:00:00 AM +0000,09/26/2014 12:00:00 AM +0000, ,,"(37.7778457576, -122.412562804)"
14429,844534353,9/2/2014,,08:31,1380 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0,730 730TRNLN,09/05/2014 12:00:00 AM +0000,09/26/2014 12:00:00 AM +0000, ,,"(37.7755024322, -122.415759065)"
14430,844534364,9/2/2014,,08:39,597 MISSION ST,TRC7.2.40,PRK PROHIB,98,Open, $                    -,166,730 730TRNLN,09/04/2014 12:00:00 AM +0000,09/25/2014 12:00:00 AM +0000, ,,"(37.7879988821, -122.399705264)"
14431,844534375,9/2/2014,,11:35,764 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0, ,,, ,,"(37.7852425706, -122.403490458)"
14432,845684954,11/2/2014,,09:50,722 MISSION ST,TRC7.2.40,PRK PROHIB,98,Open, $                    -,211, ,,, ,,"(37.7859293111, -122.402620501)"
14433,845684965,11/2/2014,,09:51,760 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed, $                    -,0,731 731MP EXP,11/14/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7853079743, -122.403407605)"
14434,845684976,11/2/2014,,09:50,716 MISSION ST,TRC7.2.40,PRK PROHIB,98,Closed,$98.00 ,0, ,,, ,,"(37.7860274166, -122.40249622)"
14435,846702894,11/2/2014,,14:55,793 POST ST,V22500I,BUS ZONE,279,Closed,$308.00 ,0,16 16 BUSZONE,11/20/2014 12:00:00 AM +0000,12/16/2014 12:00:00 AM +0000, ,,"(37.7874093175, -122.414851182)"
14436,846702905,11/2/2014,,11:49,456 SUTTER ST,V22500H,DBL PARK,110,Open,$110.00 ,113, ,,, ,,"(37.7893883708, -122.407912898)"
14437,846702916,11/2/2014,,14:55,791 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0, ,,, ,,"(37.7874133416, -122.414819693)"
14438,846702920,11/2/2014,,16:20,793 POST ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,730 730TRNLN,11/05/2014 12:00:00 AM +0000,11/26/2014 12:00:00 AM +0000, ,,"(37.7874093175, -122.414851182)"
14439,846702931,11/3/2014,,09:55,780 SUTTER ST,V22500H,DBL PARK,110,Closed, $                    -,0,731 731MP EXP,11/15/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7887133263, -122.413232729)"
14440,846702942,11/3/2014,,11:10,508 SUTTER ST,V22500I,BUS ZONE,279,Closed, $                    -,0,731 731MP EXP,11/15/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7892759686, -122.408797778)"
14441,846702953,11/3/2014,,16:49,406 SUTTER ST,TRC7.2.40,PRK PROHIB,98,Closed, $                    -,0,731 731MP EXP,11/15/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7894881558, -122.407127297)"
14442,846702964,11/3/2014,,16:50,412 SUTTER ST,TRC7.2.40,PRK PROHIB,98,Closed, $                    -,0,731 731MP EXP,11/15/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7894761821, -122.407221569)"
14443,846702975,11/3/2014,,16:50,428 SUTTER ST,TRC7.2.40,PRK PROHIB,98,Closed, $                    -,0,731 731MP EXP,11/15/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7894442513, -122.407472963)"
14444,846702986,11/3/2014,,16:50,446 SUTTER ST,TRC7.2.40,PRK PROHIB,98,Closed, $                    -,0,731 731MP EXP,11/15/2014 12:00:00 AM +0000,12/30/2099 12:00:00 AM +0000, ,,"(37.7894083284, -122.407755778)"
14445,846703001,11/3/2014,,16:51,544 SUTTER ST,TRC7.2.40,PRK PROHIB,98,Open, $                    -,166,730 730TRNLN,11/06/2014 12:00:00 AM +0000,11/27/2014 12:00:00 AM +0000, ,,"(37.7892037051, -122.409366635)"
14446,846703012,11/3/2014,,16:52,826 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0,730 730TRNLN,11/06/2014 12:00:00 AM +0000,11/27/2014 12:00:00 AM +0000, ,,"(37.7886121358, -122.414027699)"
14447,846703023,11/3/2014,,16:53,1012 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$88.00 ,0,730 730TRNLN,11/06/2014 12:00:00 AM +0000,11/27/2014 12:00:00 AM +0000, ,,"(37.7882198474, -122.417091939)"
14448,846703034,11/3/2014,,16:55,1212 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Closed,$117.00 ,0,730 730TRNLN,11/06/2014 12:00:00 AM +0000,11/27/2014 12:00:00 AM +0000, ,,"(37.7877990874, -122.420381231)"
14449,846703045,11/3/2014,,16:55,1226 SUTTER ST,TRC7.2.41,PK PHB OTD,88,Open,$88.00 ,113, ,,, ,,"(37.7877710886, -122.420601733)"
14450,846703056,11/3/2014,,14:46,1212 SUTTER ST,V22500I,BUS ZONE,279,Closed,$279.00 ,0,730 730TRNLN,11/07/2014 12:00:00 AM +0000,11/28/2014 12:00:00 AM +0000, ,,"(37.7877990874, -122.420381231)"
14451,845684980,11/4/2014,,14:52,612 GEARY ST,V22500I,BUS ZONE,279,Closed,$279.00 ,0,730 730TRNLN,11/07/2014 12:00:00 AM +0000,11/28/2014 12:00:00 AM +0000, ,,"(37.7867719667, -122.413427124)"
14452,845684991,11/4/2014,,14:19,357 O'FARRELL ST,V22500H,DBL PARK,110,Closed,$110.00 ,0,15 15 DBL PRK,01/05/2015 12:00:00 AM +0000,01/31/2015 12:00:00 AM +0000, ,,"(37.7860226737, -122.410614304)"
14453,820372884,1/9/2013,,16:14,1034 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$189.00 ,0,730 730TRNLN,01/12/2013 12:00:00 AM +0000,02/02/2013 12:00:00 AM +0000, ,,"(37.7881751956, -122.417437564)"
14454,818738034,1/13/2013,,08:43,515 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,01/16/2013 12:00:00 AM +0000,02/06/2013 12:00:00 AM +0000, ,,"(37.7892733639, -122.398090931)"
14455,820373050,1/13/2013,,16:34,462 SUTTER ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,01/16/2013 12:00:00 AM +0000,02/06/2013 12:00:00 AM +0000, ,,"(37.7893763956, -122.408007171)"
14456,820373164,1/14/2013,,16:26,1040 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0, ,,, ,,"(37.7881630182, -122.417531825)"
14457,822762080,4/2/2013,,16:30,1235 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$199.00 ,0, ,,, ,,"(37.7768919573, -122.413770389)"
14458,822762183,4/3/2013,,16:44,260 MISSION ST,T32A.1,TWAWY ZN#1,93,Closed,$93.00 ,0,730 730TRNLN,04/06/2013 12:00:00 AM +0000,04/27/2013 12:00:00 AM +0000, ,,"(37.7914782957, -122.395543198)"
14459,824931800,4/3/2013,,12:31,908 SUTTER ST,V22500I,BUS ZONE,267,Closed,$267.00 ,0,730 730TRNLN,04/06/2013 12:00:00 AM +0000,04/27/2013 12:00:00 AM +0000, ,,"(37.7884381903, -122.415387508)"
14460,824931903,4/3/2013,,17:25,924 SUTTER ST,T32A.2,TWAWY ZONE,83,Closed,$83.00 ,0, ,,, ,,"(37.7884059557, -122.415639487)"
